name,name,info,img,douban,imdb,rt_tm,rt_ad,related_fb_post
冰上旅程,冰上旅程,"
                                　　《冰舞重生》講述了凱特·貝克（卡雅·斯考達里奧飾）的故事，她是一名才華橫溢、前途無量的優秀花樣滑冰運動員。但因為一次災難性的失敗，她無法再繼續比賽，因此準備退役。然而，她獲得了一次重新開始的機會：成為雙人選手。她抓住這次機會繼續自己的事業，和極具天分的雙人滑冰選手賈斯丁（埃文·羅德里克飾）搭檔，但他是一個專職壞男孩。她很快意識到，為了追逐自己的滑冰夢想，她必須應對破碎的家庭關係、不穩定的搭檔關係以及可能打亂她全盤計劃的心魔。演員陣容包括：詹紐瑞·瓊斯、薇洛·西爾德斯、周多多、威爾·坎普、斯韋特蘭娜·葉夫列莫娃、米切爾·愛德華茲、薩拉·賴特·奧爾森、大衛·詹姆斯·艾略特、約翰尼·威爾、凱特琳·勒柏和喬納森·凡·奈斯 監製：卓比·哈羅德、托裡·滕內爾、薩曼莎·斯特拉頓和拉拉·奧爾森
                        ",None,6.6,Nothing,59%,59%,[]
地獄集團,地獄集團,"
                                　　父親弗雷德和母親德洛麗絲是怪物獵人，家庭鬧劇自然異常可怕。而雙胞胎阿薇和傑夫也隱藏著他們自己的奇怪祕密。
                        ",None,5.6,6.2,Nothing,Nothing,[]
英足時代,英足時代,"
                                　　19世紀70年代，兩名來自不同階級的足球運動員努力應對職業和個人雙重困境——他們不僅改寫了足球史，也永遠改變了英格蘭。
                        ",None,8.5,Nothing,97%,97%,[]
白手起家：沃克夫人的致富傳奇,白手起家：沃克夫人的致富傳奇,"
                                　　聚焦美國第一個白手起家的黑人女性百萬富翁、一百年前的美容美髮業大亨C·J·沃克。她是奴隸之女，7歲成為孤兒，14歲結婚，20歲守寡，當了20年的洗衣女工。過程中她發明了一種革命性的洗髮產品，適合黑人女性發質，並以此建立起了為黑人女性提供美容、健康產品的產業帝國。
                                    
                                　　該劇將展現她如何克服社會、混亂的家庭和混亂等困難因素，從一窮二白到建起產業。改編自沃克的曾曾孫女A'Lelia Bundles所著書籍《On Our Own Ground》，Bundles也將出任劇集顧問。卡斯·萊蒙斯(《黑暗的降生》《盧克·凱奇》)執導首集並製片，Nicole Asher編寫劇本，共有8集。
                        ",None,7.3,Nothing,Nothing,Nothing,[]
出走布魯克林,出走布魯克林,"
                                　　一名隸屬哈西迪猶太教派的女子為了躲避家人安排的婚姻，從布魯克林逃往柏林，在一群音樂家的接納下展開新生，直到過往的一切找上門來。
                        ",None,8.7,Nothing,Nothing,Nothing,[]
青春生死線,青春生死線,"
                                　　20世紀30年代末，抗日戰爭全面爆發。日本帝國主義的鐵蹄踏遍大江南北，連緊臨大海的小城市沽寧城也未能免予戰火的侵擾。在著紛紛亂世，日寇、軍閥、豪商、黑幫共同瓜分著沽寧的財富，人民的生活宛若人間地獄。任職於當地女中的國文教師歐陽山川（廖凡 飾），其真實身份是一名中共地下黨員，對這亂世和革命失去信心的他，一心想要離開這個傷心所在。與此同時，日軍祕密潛入沽寧，並隨後展開大屠殺。此時的歐陽心中怒火中燒，對革命的激情也重新點燃。他遇到了無產者四道風（楊爍 飾），陰差陽錯與他結成了一個祕密的抗日組織。
                                    
                                　　在此之後，他們偷襲日本人，保護重要的知識分子，用生命譜寫著革命大潮下小人物的讚歌……
                        ",None,8.7,Nothing,11%,11%,[]
明星招領－音樂工作室,明星招領－音樂工作室,Nothing,None,Nothing,Nothing,Nothing,Nothing,[]
馬賽城 ,馬賽城 ,"
                                　　Netflix 的第一個法語語言原始系列劇，意圖用該劇主攻法國電視市場。Gerard Depardieu將扮演法國海港城市馬賽的市長，已經在任多年。在新一輪市長選舉中，他將面對一名政壇新秀（Benoit Magimel）的強力挑戰——這名政壇新秀不是別人，就是他自己的徒弟。Geraldine Pailhas和Nadia Fares參與演出。該劇第一季為8集，2016年初播出。
                        ",None,6.8,6.9,Nothing,Nothing,[]
小鎮風雲湧,小鎮風雲湧,"
                                    　　Frank Tagliano ('Steven Van Zandt' ), is a former New York mobster, who after testifying in a trial in the United States, Tagliano joins the witness protection program. Intrigued by the place after watching the Winter Olympics in 1994, he is relocated to Lillehammer in Norway. The transition from being a feared and respected gangster in New York, to becoming an unemployed immig...
                            ",None,8.7,Nothing,Nothing,Nothing,[]
不才專家,不才專家,"
                                　　這部 Netflix 原創喜劇新片《無為大師》由因出演《公園與遊憩》而聲名大噪的喜劇演員阿茲·安薩里自編、自導、自演，基本上是根據阿茲·安薩里自己的生活經歷改編。《無為大師》講述了紐約一個年界三十的演員德夫的工作和生活。他連自己下一餐要吃什麼都無法決定，更不用說接下來的人生路要如何抉擇。德夫的故事在搞笑的同時也反映主人公的勃勃雄心，他的生活就像拍電影一樣，不僅極具廣度而且洋溢著濃烈的個人氣息。片中將展示老年人的困境、移民經歷，以及怎麼尋找最美味的意大利麵當晚飯。本片由薩里和《公園與遊憩》編劇阿倫·揚聯合制作，由阿茲·安薩里、阿倫·揚、邁克爾·舒爾、戴夫·貝姬和戴維·米內爾監製。
                        ",None,8.3,8.3,100%,100%,[]
真實的勞勃,真實的勞勃,Nothing,None,Nothing,Nothing,97%,97%,[]
歡樂又滿屋,歡樂又滿屋,"
                                    　　《歡樂再滿屋 Fuller House》沿用原劇設定，這次角色放在成了獸醫，住在舊金山的D.J. Tanner-Fuller（Candace Cameron Bure飾，下括號同）喪夫後，她那立志當音樂家的妹妹Stephanie Tanner（Jodie Sweetin）﹑D.J.閨蜜兼同事，單親母親Kimmy Gibbler（Andrea Barber）及其好勝的女兒Ramona（Soni Nicole Bringas）一同搬到D.J.家，照顧起她的3個兒子，分別是12歲﹑叛逆的Jackson（Michael Champion）﹑7歲﹑神經質的Max（Elias Harger）及新生兒Tommy Jr（Messitt雙胞胎）。
                                        
                                    　　至於原劇角色Jesse Katsopolis（John Stamos）﹑Danny Tanner（Bob Saget）﹑J...
                            ",None,7.2,6.7,Nothing,Nothing,[]
別有隱情,別有隱情,"
                                    　　由Will Arnett領銜，Arnett和Mark Chappell聯合制片。背景設定在洛杉磯一個叫Venice的區域，講述的是一個自封為“宗師”的傢伙Chip（Arnett飾演）愛上最好朋友Dennis（David Sullivan飾）的意中人的故事。Ruth   Kearney將擔綱女主一角，與Will Arnett和David Sullivan對手戲，她飾演這位”意中人”London，威尼斯海灘的美麗服務員，Dennis看上她，而她卻迷戀上Chip。Chip把自己傢俱店樓上的工作室租借給London，這使得事情更復雜。
                                        
                                    　　Lina Esco將飾演Kara，Chip的現任女友，最近正在戒隱的第一年，但卻沒有得到Chip應有的幫助。George Basil飾演Cooler，對喜劇很有熱誠，但偏偏自己對「如何幽默」不得要領。他給人「老實傻瓜」的感覺，...
                            ",None,6.8,Nothing,95%,95%,[]
爆爆奇女子,爆爆奇女子,"
                                　　Netflix的Maria Bamford主演的13集新喜劇《炸天女郎 Lady Dynamite》確定在美國時間5月20日首播。Ana Gasteyer﹑Dean Cain﹑Sarah Silverman﹑Jenny Slate﹑Mira Sorvino﹑Patton Oswalt﹑Jon Cryer﹑Brandon Routh﹑June Diane Raphael﹑Adam Pally和Tig Notaro都加盟該劇。該劇基於Maria Bamford開始接受自己人身處境的故事。在一次次非常離奇的偶發事件中，反映作為戲劇演員以及喜劇演員不同時期的心態歷程。力求將其失去的和糟糕的一 面呈現給觀眾。
                        ",None,6.6,7.5,Nothing,Nothing,[]
隨意芝加哥,隨意芝加哥,"
                                　　該劇描述不同的芝加哥人在現代社會的愛情、性愛、科技與文化迷宮裡蹣跚前行，展現芝加哥這座城市本身的「多元化」、「多樣性」。所有的角色都來自不同的社區和不同的生活環境，就連經濟背景也各不相同。(cr 天涯小築)
                        ",None,7.5,6.9,Nothing,Nothing,[]
拖車公園男孩,拖車公園男孩,"
                                　　該片是一部描寫Sunnyvale Trailer Park 地區居民生活的搞笑偽紀錄片，它為愛倫·佩基贏得了第二次Gemini Award提名，“Best Ensemble Cast”部門的提名。
                        ",None,9.1,8.5,Nothing,Nothing,[]
神秘科學戲院3000,神秘科學戲院3000,"
                                    　　本片改編自ＨＢＯ１９８８年起播映的影集，播出後廣受另類影迷的歡迎。依循該影集的特色，我們看到三層投射在電影銀幕的剪影，影片中的人正在觀賞一堆低俗可笑的Ｂ級影片。劇情安排一位邪惡的科學佛利特，他意圖以最低俗的Ｂ級影片來對人類洗腦，並進而控制人類的意志。片中被試驗的對象麥克是個平凡人物，但是他非但未被低級影片所害，反倒頗能樂在其中，並與銀幕上的主角產生頗具“笑”果的對話。本片以獨特的觀點來處理，對於新新人類，是另類電影風的最佳代表與選擇。
                                        
                                    　　快戴上你的太空安全帽，一場瘋狂滑稽的旅程就要展開！一位邪惡的科學家，意圖以最低俗的B級影片來對人類洗腦，並進而控制人類的意志，最後佔領地球。因此一個倒楣的平凡人麥可納爾遜被當成實驗對象，與兩個滑稽的機器人一同登上一艘宇宙飛船，被迫觀看1955年的一部爛科幻片。但是沒想到，麥可非但未被低級影片所害，反倒能樂在其中，並與銀...
                            ",None,5.5,8.5,Nothing,Nothing,[]
GLOW：華麗女子摔跤聯盟,GLOW：華麗女子摔跤聯盟,"
                                　　劇集靈感來自80年代一個播映期極短但頗受歡迎的節目《GLOW》，這個虛構故事描述 1980 年代洛杉磯一位失業女演員露絲·懷德（愛麗森·布里 Alison Brie 飾） ，終於找到最後一個成名機會：但她必須先將自己塞入女子摔跤世界的華麗緊身服裝內。除了要和12位懷才不遇的好萊塢圈內人共事，露絲還要和前肥皂劇女演員黛比·伊根 （貝蒂 · 吉爾平 Betty Gilpin 飾）一爭高下。黛比因為懷孕而離開影劇圈，卻又因為生活不如想像完美而必須重操舊業。領隊的則是山姆·希維亞（馬克·馬龍 Marc Maron 飾），一位浮浮沉沉、黴運當頭的B級片電影導演，現在他必須帶著14位女性踏上摔跤界星光大道。
                        ",None,7.8,8.0,92%,92%,[]
大學同窗,大學同窗,"
                                　　Netflix喜劇《大學同學》，講述一群曾經哈佛畢業的朋友，目前到了四十多歲，有的人成功，有的人則不然，他們相互間有著複雜的關係。主要探索舊時的友誼、曾經的愛情、以及當前的家庭和工作生活。
                        ",None,6.6,Nothing,Nothing,Nothing,[]
